customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST024346,571,2,322.94,1,3,5,9,Potential Loyalists
CUST024347,441,2,175.2,2,3,4,9,Potential Loyalists
CUST024348,72,1,120.92999999999999,5,1,3,9,Potential Loyalists
CUST024349,214,1,167.64,3,1,3,7,Potential Loyalists
CUST024350,42,2,202.35000000000002,5,3,4,12,Loyal Customers
CUST024351,12,2,170.89,5,3,4,12,Loyal Customers
CUST024352,384,1,49.95,2,1,1,4,Lost Customers
CUST024353,76,1,46.63,5,1,1,7,Potential Loyalists
CUST024354,308,4,306.32,2,5,5,12,Loyal Customers
CUST024355,248,1,303.88,3,1,5,9,Potential Loyalists
CUST024356,533,1,114.11,1,1,3,5,At Risk
CUST024358,381,2,207.75,2,3,4,9,Potential Loyalists
CUST024359,49,1,71.25999999999999,5,1,2,8,Potential Loyalists
CUST024360,75,1,131.48,5,1,3,9,Potential Loyalists
CUST024361,340,1,74.13,2,1,2,5,At Risk
CUST024363,603,2,212.95999999999998,1,3,4,8,Potential Loyalists
CUST024365,462,2,156.1,2,3,3,8,Potential Loyalists
CUST024366,45,2,178.35,5,3,4,12,Loyal Customers
CUST024371,102,1,58.08,4,1,1,6,At Risk
CUST024372,418,1,76.77,2,1,2,5,At Risk
CUST024373,395,2,235.64999999999998,2,3,4,9,Potential Loyalists
CUST024375,27,1,155.32,5,1,3,9,Potential Loyalists
CUST024376,169,1,131.65,4,1,3,8,Potential Loyalists
CUST024377,22,2,105.59,5,3,2,10,Loyal Customers
CUST024379,64,3,242.33999999999997,5,5,4,14,Champions
CUST024381,131,2,225.51,4,3,4,11,Loyal Customers
CUST024384,351,2,166.0,2,3,3,8,Potential Loyalists
CUST024386,261,1,50.22,3,1,1,5,At Risk
CUST024389,397,1,42.22,2,1,1,4,Lost Customers
CUST024390,41,2,63.879999999999995,5,3,1,9,Potential Loyalists
CUST024392,351,1,103.3,2,1,2,5,At Risk
CUST024394,552,1,64.19,1,1,1,3,Lost Customers
CUST024395,218,5,530.98,3,5,5,13,Champions
CUST024396,26,1,83.00999999999999,5,1,2,8,Potential Loyalists
CUST024397,252,1,80.47,3,1,2,6,At Risk
CUST024398,657,1,48.4,1,1,1,3,Lost Customers
CUST024399,312,2,85.92999999999999,2,3,2,7,Potential Loyalists
CUST024400,598,1,89.99000000000001,1,1,2,4,Lost Customers
CUST024401,141,3,277.33,4,5,5,14,Champions
CUST024402,145,2,143.76,4,3,3,10,Loyal Customers
CUST024405,77,3,222.64,5,5,4,14,Champions
CUST024406,134,4,632.56,4,5,5,14,Champions
CUST024408,377,2,115.08000000000001,2,3,3,8,Potential Loyalists
CUST024409,564,1,68.05,1,1,1,3,Lost Customers
CUST024410,157,1,104.28999999999999,4,1,2,7,Potential Loyalists
CUST024411,199,1,194.89,3,1,4,8,Potential Loyalists
CUST024412,131,4,223.44,4,5,4,13,Champions
CUST024414,310,2,170.93,2,3,4,9,Potential Loyalists
CUST024415,497,1,84.28,1,1,2,4,Lost Customers
CUST024416,302,3,548.2,3,5,5,13,Champions
CUST024417,676,1,30.449999999999996,1,1,1,3,Lost Customers
CUST024419,535,2,116.43,1,3,3,7,Potential Loyalists
CUST024421,230,4,810.8299999999999,3,5,5,13,Champions
CUST024422,359,1,63.47,2,1,1,4,Lost Customers
CUST024423,142,1,75.22,4,1,2,7,Potential Loyalists
CUST024424,167,1,79.72,4,1,2,7,Potential Loyalists
CUST024425,201,2,205.69,3,3,4,10,Loyal Customers
CUST024427,419,1,141.64000000000001,2,1,3,6,At Risk
CUST024428,534,1,85.41,1,1,2,4,Lost Customers
CUST024430,228,2,167.41000000000003,3,3,3,9,Potential Loyalists
CUST024432,51,3,331.9,5,5,5,15,Champions
CUST024433,301,2,348.38,3,3,5,11,Loyal Customers
CUST024434,252,2,105.99000000000001,3,3,2,8,Potential Loyalists
CUST024435,174,5,378.78,4,5,5,14,Champions
CUST024437,466,2,161.5,2,3,3,8,Potential Loyalists
CUST024438,271,2,162.39999999999998,3,3,3,9,Potential Loyalists
CUST024439,327,1,243.94,2,1,4,7,Potential Loyalists
CUST024440,40,2,227.35999999999999,5,3,4,12,Loyal Customers
CUST024441,52,2,231.98000000000002,5,3,4,12,Loyal Customers
CUST024442,51,3,378.65999999999997,5,5,5,15,Champions
CUST024444,358,2,122.16,2,3,3,8,Potential Loyalists
CUST024446,185,1,76.08000000000001,3,1,2,6,At Risk
CUST024447,163,1,194.8,4,1,4,9,Potential Loyalists
CUST024448,29,2,128.86,5,3,3,11,Loyal Customers
CUST024449,220,3,338.5,3,5,5,13,Champions
CUST024450,604,1,80.69,1,1,2,4,Lost Customers
CUST024451,260,1,83.35,3,1,2,6,At Risk
CUST024453,197,4,276.7,3,5,5,13,Champions
CUST024455,142,1,216.37,4,1,4,9,Potential Loyalists
CUST024456,77,4,305.32,5,5,5,15,Champions
CUST024457,274,1,45.62,3,1,1,5,At Risk
CUST024458,224,1,62.379999999999995,3,1,1,5,At Risk
CUST024459,400,5,688.21,2,5,5,12,Loyal Customers
CUST024460,111,2,187.70999999999998,4,3,4,11,Loyal Customers
CUST024461,63,1,138.55,5,1,3,9,Potential Loyalists
CUST024463,309,4,878.77,2,5,5,12,Loyal Customers
CUST024464,625,1,61.010000000000005,1,1,1,3,Lost Customers
CUST024465,205,2,283.74,3,3,5,11,Loyal Customers
CUST024466,381,4,717.79,2,5,5,12,Loyal Customers
CUST024467,168,2,424.49,4,3,5,12,Loyal Customers
CUST024468,133,1,111.37,4,1,2,7,Potential Loyalists
CUST024471,326,1,79.69,2,1,2,5,At Risk
CUST024472,679,1,44.919999999999995,1,1,1,3,Lost Customers
CUST024474,630,1,52.72,1,1,1,3,Lost Customers
CUST024475,488,1,123.8,1,1,3,5,At Risk
CUST024476,503,1,62.900000000000006,1,1,1,3,Lost Customers
CUST024478,361,1,36.96,2,1,1,4,Lost Customers
CUST024479,49,6,452.87,5,5,5,15,Champions
CUST024482,184,2,205.3,3,3,4,10,Loyal Customers
CUST024484,341,1,109.25,2,1,2,5,At Risk
CUST024485,68,2,150.73000000000002,5,3,3,11,Loyal Customers
CUST024486,373,2,165.78,2,3,3,8,Potential Loyalists
CUST024487,481,1,435.69,1,1,5,7,Potential Loyalists
CUST024488,545,1,91.28,1,1,2,4,Lost Customers
CUST024489,243,2,288.9,3,3,5,11,Loyal Customers
CUST024490,333,4,238.13,2,5,4,11,Loyal Customers
CUST024491,396,2,189.07,2,3,4,9,Potential Loyalists
CUST024493,96,1,205.42000000000002,4,1,4,9,Potential Loyalists
CUST024495,34,2,127.89,5,3,3,11,Loyal Customers
CUST024496,105,2,137.87,4,3,3,10,Loyal Customers
CUST024497,177,1,49.24,4,1,1,6,At Risk
CUST024502,310,3,188.56,2,5,4,11,Loyal Customers
CUST024503,365,1,54.120000000000005,2,1,1,4,Lost Customers
CUST024504,547,2,75.07,1,3,2,6,At Risk
CUST024505,59,1,70.23,5,1,2,8,Potential Loyalists
CUST024507,55,5,493.21999999999997,5,5,5,15,Champions
CUST024508,114,2,312.82,4,3,5,12,Loyal Customers
CUST024509,290,4,285.39,3,5,5,13,Champions
CUST024510,97,3,276.58,4,5,5,14,Champions
CUST024512,142,3,183.8,4,5,4,13,Champions
CUST024513,524,1,54.56,1,1,1,3,Lost Customers
CUST024514,387,2,291.05999999999995,2,3,5,10,Loyal Customers
CUST024516,469,1,36.38,1,1,1,3,Lost Customers
CUST024517,385,1,26.259999999999998,2,1,1,4,Lost Customers
CUST024518,136,3,258.12,4,5,4,13,Champions
CUST024519,673,1,88.97,1,1,2,4,Lost Customers
CUST024520,119,2,94.96000000000001,4,3,2,9,Potential Loyalists
CUST024521,152,1,60.75,4,1,1,6,At Risk
CUST024522,135,1,117.2,4,1,3,8,Potential Loyalists
CUST024524,476,2,858.08,1,3,5,9,Potential Loyalists
CUST024525,78,4,464.15,5,5,5,15,Champions
CUST024527,166,4,379.03999999999996,4,5,5,14,Champions
CUST024529,77,2,230.21,5,3,4,12,Loyal Customers
CUST024530,656,1,39.24,1,1,1,3,Lost Customers
CUST024531,260,1,163.75,3,1,3,7,Potential Loyalists
CUST024532,6,3,144.98,5,5,3,13,Champions
CUST024534,69,1,64.83,5,1,1,7,Potential Loyalists
CUST024535,364,2,153.64,2,3,3,8,Potential Loyalists
CUST024536,584,1,102.86,1,1,2,4,Lost Customers
CUST024538,33,4,425.32,5,5,5,15,Champions
CUST024539,117,3,258.7,4,5,4,13,Champions
CUST024541,188,3,164.0,3,5,3,11,Loyal Customers
CUST024543,233,1,28.71,3,1,1,5,At Risk
CUST024544,189,4,441.46,3,5,5,13,Champions
CUST024545,60,1,75.23,5,1,2,8,Potential Loyalists
CUST024548,322,2,100.75999999999999,2,3,2,7,Potential Loyalists
CUST024549,358,1,88.53,2,1,2,5,At Risk
CUST024550,616,1,65.58,1,1,1,3,Lost Customers
CUST024551,460,1,139.31,2,1,3,6,At Risk
CUST024552,460,1,105.46000000000001,2,1,2,5,At Risk
CUST024553,315,2,498.82000000000005,2,3,5,10,Loyal Customers
CUST024554,73,1,123.47,5,1,3,9,Potential Loyalists
CUST024555,165,1,26.04,4,1,1,6,At Risk
CUST024556,9,3,248.11,5,5,4,14,Champions
CUST024557,374,1,54.29,2,1,1,4,Lost Customers
CUST024560,511,1,41.72,1,1,1,3,Lost Customers
CUST024561,638,1,75.97,1,1,2,4,Lost Customers
CUST024562,344,1,104.99000000000001,2,1,2,5,At Risk
CUST024564,521,2,241.19,1,3,4,8,Potential Loyalists
CUST024566,26,1,60.05,5,1,1,7,Potential Loyalists
CUST024567,310,1,158.05999999999997,2,1,3,6,At Risk
CUST024569,196,2,152.47,3,3,3,9,Potential Loyalists
CUST024570,403,3,200.63,2,5,4,11,Loyal Customers
CUST024574,265,3,239.94,3,5,4,12,Loyal Customers
CUST024575,106,3,131.99,4,5,3,12,Loyal Customers
CUST024576,540,1,158.63,1,1,3,5,At Risk
CUST024578,634,1,80.83,1,1,2,4,Lost Customers
CUST024579,340,2,217.97000000000003,2,3,4,9,Potential Loyalists
CUST024583,522,3,636.19,1,5,5,11,Loyal Customers
CUST024584,406,1,57.47,2,1,1,4,Lost Customers
CUST024585,26,1,355.29999999999995,5,1,5,11,Loyal Customers
CUST024586,190,2,112.69,3,3,2,8,Potential Loyalists
CUST024587,336,3,418.76,2,5,5,12,Loyal Customers
CUST024589,119,2,117.49000000000001,4,3,3,10,Loyal Customers
CUST024591,499,2,102.51,1,3,2,6,At Risk
CUST024592,239,3,436.26,3,5,5,13,Champions
CUST024594,400,2,145.62,2,3,3,8,Potential Loyalists
CUST024596,183,4,227.61,4,5,4,13,Champions
CUST024597,264,1,68.78,3,1,1,5,At Risk
CUST024598,31,2,217.42,5,3,4,12,Loyal Customers
CUST024599,95,2,119.19999999999999,4,3,3,10,Loyal Customers
CUST024600,661,1,64.86,1,1,1,3,Lost Customers
CUST024601,226,4,325.53,3,5,5,13,Champions
CUST024602,50,1,87.43,5,1,2,8,Potential Loyalists
CUST024603,120,3,201.1,4,5,4,13,Champions
CUST024604,605,1,101.63,1,1,2,4,Lost Customers
CUST024605,143,1,92.32,4,1,2,7,Potential Loyalists
CUST024606,265,1,104.98,3,1,2,6,At Risk
CUST024607,232,1,131.86,3,1,3,7,Potential Loyalists
CUST024608,526,1,33.09,1,1,1,3,Lost Customers
CUST024610,189,2,206.28,3,3,4,10,Loyal Customers
CUST024611,36,2,278.78,5,3,5,13,Champions
CUST024613,266,2,224.01,3,3,4,10,Loyal Customers
CUST024615,252,2,82.48,3,3,2,8,Potential Loyalists
CUST024616,406,1,71.99000000000001,2,1,2,5,At Risk
CUST024618,486,2,120.64,1,3,3,7,Potential Loyalists
CUST024619,45,2,222.92000000000002,5,3,4,12,Loyal Customers
CUST024620,385,1,79.33,2,1,2,5,At Risk
CUST024621,1,2,119.46,5,3,3,11,Loyal Customers
CUST024622,246,1,73.8,3,1,2,6,At Risk
CUST024623,9,3,182.88,5,5,4,14,Champions
CUST024624,25,2,172.58,5,3,4,12,Loyal Customers
CUST024626,220,1,59.43,3,1,1,5,At Risk
CUST024628,211,2,338.08,3,3,5,11,Loyal Customers
CUST024630,41,5,259.52,5,5,4,14,Champions
CUST024631,140,2,176.46,4,3,4,11,Loyal Customers
CUST024632,127,3,388.69,4,5,5,14,Champions
CUST024633,144,1,40.25,4,1,1,6,At Risk
CUST024634,219,1,134.82,3,1,3,7,Potential Loyalists
CUST024636,429,1,263.71,2,1,5,8,Potential Loyalists
CUST024637,164,1,64.95,4,1,1,6,At Risk
CUST024638,206,2,136.88,3,3,3,9,Potential Loyalists
CUST024640,450,1,72.03,2,1,2,5,At Risk
CUST024641,563,1,142.41,1,1,3,5,At Risk
CUST024644,506,2,146.55,1,3,3,7,Potential Loyalists
CUST024646,56,4,715.0699999999999,5,5,5,15,Champions
CUST024647,622,1,78.38999999999999,1,1,2,4,Lost Customers
CUST024648,290,3,632.7,3,5,5,13,Champions
CUST024649,244,1,107.19,3,1,2,6,At Risk
CUST024650,59,3,227.42999999999998,5,5,4,14,Champions
CUST024651,140,1,40.08,4,1,1,6,At Risk
CUST024652,32,3,173.42000000000002,5,5,4,14,Champions
CUST024654,162,2,120.0,4,3,3,10,Loyal Customers
CUST024656,257,2,202.03,3,3,4,10,Loyal Customers
CUST024657,608,1,91.76,1,1,2,4,Lost Customers
CUST024658,419,1,29.56,2,1,1,4,Lost Customers
CUST024660,152,6,430.72,4,5,5,14,Champions
CUST024663,390,1,82.87,2,1,2,5,At Risk
CUST024664,324,1,39.69,2,1,1,4,Lost Customers
CUST024665,70,1,74.87,5,1,2,8,Potential Loyalists
CUST024666,432,1,200.87,2,1,4,7,Potential Loyalists
CUST024667,467,2,99.49,2,3,2,7,Potential Loyalists
CUST024668,608,1,65.21,1,1,1,3,Lost Customers
CUST024669,112,1,125.47,4,1,3,8,Potential Loyalists
CUST024670,233,1,98.88999999999999,3,1,2,6,At Risk
CUST024671,269,1,50.41,3,1,1,5,At Risk
CUST024673,421,1,83.22999999999999,2,1,2,5,At Risk
CUST024674,16,1,47.739999999999995,5,1,1,7,Potential Loyalists
CUST024675,27,1,76.69,5,1,2,8,Potential Loyalists
CUST024677,77,1,21.549999999999997,5,1,1,7,Potential Loyalists
CUST024678,535,1,54.349999999999994,1,1,1,3,Lost Customers
CUST024680,521,2,122.03,1,3,3,7,Potential Loyalists
CUST024681,424,1,53.81,2,1,1,4,Lost Customers
CUST024682,248,2,90.89,3,3,2,8,Potential Loyalists
CUST024685,469,2,256.47,1,3,4,8,Potential Loyalists
CUST024686,142,3,243.84,4,5,4,13,Champions
CUST024687,377,3,279.87,2,5,5,12,Loyal Customers
CUST024688,283,3,236.29,3,5,4,12,Loyal Customers
CUST024689,584,1,72.85,1,1,2,4,Lost Customers
CUST024690,592,1,54.67,1,1,1,3,Lost Customers
CUST024691,188,3,278.08,3,5,5,13,Champions
CUST024693,384,1,62.78,2,1,1,4,Lost Customers
CUST024694,60,1,79.17,5,1,2,8,Potential Loyalists
CUST024696,468,2,247.76,1,3,4,8,Potential Loyalists
CUST024697,147,1,121.79,4,1,3,8,Potential Loyalists
CUST024698,167,2,94.16,4,3,2,9,Potential Loyalists
CUST024700,663,1,161.07,1,1,3,5,At Risk
CUST024701,468,1,34.4,1,1,1,3,Lost Customers
CUST024702,522,1,48.05,1,1,1,3,Lost Customers
CUST024703,503,1,47.39,1,1,1,3,Lost Customers
CUST024704,469,2,367.57000000000005,1,3,5,9,Potential Loyalists
CUST024707,569,1,61.029999999999994,1,1,1,3,Lost Customers
CUST024708,493,1,65.77,1,1,1,3,Lost Customers
CUST024709,423,1,87.19999999999999,2,1,2,5,At Risk
CUST024710,68,1,111.87,5,1,2,8,Potential Loyalists
CUST024711,264,2,250.70999999999998,3,3,4,10,Loyal Customers
CUST024713,387,2,95.12,2,3,2,7,Potential Loyalists
CUST024714,442,4,1129.29,2,5,5,12,Loyal Customers
CUST024715,574,1,20.68,1,1,1,3,Lost Customers
CUST024716,43,2,202.20999999999998,5,3,4,12,Loyal Customers
CUST024717,496,2,295.34,1,3,5,9,Potential Loyalists
CUST024718,257,4,322.08,3,5,5,13,Champions
CUST024719,584,1,59.05,1,1,1,3,Lost Customers
CUST024720,306,1,91.21000000000001,3,1,2,6,At Risk
CUST024721,35,3,262.87,5,5,4,14,Champions
CUST024722,105,3,547.24,4,5,5,14,Champions
CUST024723,356,1,97.82,2,1,2,5,At Risk
CUST024725,48,3,461.75,5,5,5,15,Champions
CUST024726,614,1,75.00999999999999,1,1,2,4,Lost Customers
CUST024727,501,1,46.14,1,1,1,3,Lost Customers
CUST024728,10,1,64.78,5,1,1,7,Potential Loyalists
CUST024729,295,4,382.81,3,5,5,13,Champions
CUST024731,231,1,23.35,3,1,1,5,At Risk
CUST024732,220,2,139.02,3,3,3,9,Potential Loyalists
CUST024734,320,2,285.9,2,3,5,10,Loyal Customers
CUST024735,210,1,143.2,3,1,3,7,Potential Loyalists
CUST024736,160,2,136.82999999999998,4,3,3,10,Loyal Customers
CUST024737,260,2,90.82000000000001,3,3,2,8,Potential Loyalists
CUST024739,19,2,189.75,5,3,4,12,Loyal Customers
CUST024741,278,3,218.95000000000002,3,5,4,12,Loyal Customers
CUST024742,459,1,412.99,2,1,5,8,Potential Loyalists
CUST024744,58,3,421.2,5,5,5,15,Champions
CUST024745,279,1,45.65,3,1,1,5,At Risk
CUST024746,100,1,71.42,4,1,2,7,Potential Loyalists
CUST024747,92,3,125.68,4,5,3,12,Loyal Customers
CUST024748,87,1,83.35,4,1,2,7,Potential Loyalists
CUST024749,434,1,108.28,2,1,2,5,At Risk
CUST024750,242,1,80.77000000000001,3,1,2,6,At Risk
CUST024754,198,2,208.46000000000004,3,3,4,10,Loyal Customers
CUST024756,637,1,110.03,1,1,2,4,Lost Customers
CUST024757,471,1,62.92,1,1,1,3,Lost Customers
CUST024758,358,1,54.91,2,1,1,4,Lost Customers
CUST024759,94,3,184.43,4,5,4,13,Champions
CUST024761,367,3,268.35,2,5,5,12,Loyal Customers
CUST024762,692,1,57.58,1,1,1,3,Lost Customers
CUST024763,39,1,53.879999999999995,5,1,1,7,Potential Loyalists
CUST024765,194,1,89.13,3,1,2,6,At Risk
CUST024766,108,1,173.32999999999998,4,1,4,9,Potential Loyalists
CUST024767,619,1,69.68,1,1,2,4,Lost Customers
CUST024769,274,2,356.78,3,3,5,11,Loyal Customers
CUST024770,106,1,72.59,4,1,2,7,Potential Loyalists
CUST024771,377,2,124.28,2,3,3,8,Potential Loyalists
CUST024772,200,2,419.01,3,3,5,11,Loyal Customers
CUST024774,133,3,283.29,4,5,5,14,Champions
CUST024776,88,4,358.54999999999995,4,5,5,14,Champions
CUST024780,104,4,640.25,4,5,5,14,Champions
CUST024781,325,1,119.77000000000001,2,1,3,6,At Risk
CUST024782,29,2,234.22,5,3,4,12,Loyal Customers
CUST024783,539,1,69.97,1,1,2,4,Lost Customers
CUST024785,213,1,74.07,3,1,2,6,At Risk
CUST024787,219,4,447.81,3,5,5,13,Champions
CUST024789,247,3,257.85,3,5,4,12,Loyal Customers
CUST024791,6,4,362.85,5,5,5,15,Champions
CUST024793,146,3,155.21,4,5,3,12,Loyal Customers
CUST024794,57,1,38.7,5,1,1,7,Potential Loyalists
CUST024795,532,1,38.06,1,1,1,3,Lost Customers
CUST024797,46,1,79.28,5,1,2,8,Potential Loyalists
CUST024798,146,2,128.01999999999998,4,3,3,10,Loyal Customers
CUST024799,235,1,31.41,3,1,1,5,At Risk
CUST024801,55,1,146.2,5,1,3,9,Potential Loyalists
CUST024802,287,3,324.28000000000003,3,5,5,13,Champions
CUST024804,129,1,103.41,4,1,2,7,Potential Loyalists
CUST024805,462,2,257.68,2,3,4,9,Potential Loyalists
CUST024806,560,1,93.8,1,1,2,4,Lost Customers
CUST024807,565,1,124.67,1,1,3,5,At Risk
CUST024809,60,3,374.46000000000004,5,5,5,15,Champions
CUST024810,499,1,218.84,1,1,4,6,At Risk
CUST024811,524,1,40.989999999999995,1,1,1,3,Lost Customers
CUST024813,27,2,122.19,5,3,3,11,Loyal Customers
CUST024814,315,2,156.48,2,3,3,8,Potential Loyalists
CUST024815,13,5,363.47999999999996,5,5,5,15,Champions
CUST024816,61,4,706.81,5,5,5,15,Champions
CUST024817,381,2,190.67000000000002,2,3,4,9,Potential Loyalists
CUST024818,534,2,121.92,1,3,3,7,Potential Loyalists
CUST024819,412,1,103.81,2,1,2,5,At Risk
CUST024820,114,3,209.4,4,5,4,13,Champions
CUST024821,263,3,254.5,3,5,4,12,Loyal Customers
CUST024822,267,2,129.85999999999999,3,3,3,9,Potential Loyalists
CUST024825,214,2,211.83999999999997,3,3,4,10,Loyal Customers
CUST024826,690,1,196.25,1,1,4,6,At Risk
CUST024827,348,1,101.34,2,1,2,5,At Risk
CUST024829,132,1,75.74,4,1,2,7,Potential Loyalists
CUST024830,20,2,142.42000000000002,5,3,3,11,Loyal Customers
CUST024831,439,1,120.24000000000001,2,1,3,6,At Risk
CUST024832,97,3,262.2,4,5,4,13,Champions
CUST024833,438,2,135.10999999999999,2,3,3,8,Potential Loyalists
CUST024834,4,1,99.38000000000001,5,1,2,8,Potential Loyalists
CUST024835,129,2,145.11,4,3,3,10,Loyal Customers
CUST024836,271,2,178.76,3,3,4,10,Loyal Customers
CUST024837,56,3,287.24,5,5,5,15,Champions
CUST024838,304,2,233.54000000000002,3,3,4,10,Loyal Customers
CUST024839,108,2,131.2,4,3,3,10,Loyal Customers
CUST024841,295,3,164.73,3,5,3,11,Loyal Customers
CUST024843,392,3,145.46,2,5,3,10,Loyal Customers
CUST024844,256,3,212.12,3,5,4,12,Loyal Customers
CUST024845,22,2,241.1,5,3,4,12,Loyal Customers
CUST024846,667,1,79.71000000000001,1,1,2,4,Lost Customers
CUST024849,239,2,119.35,3,3,3,9,Potential Loyalists
CUST024853,274,3,331.36,3,5,5,13,Champions
CUST024855,118,2,455.31,4,3,5,12,Loyal Customers
CUST024856,35,1,88.39,5,1,2,8,Potential Loyalists
CUST024857,323,1,90.45,2,1,2,5,At Risk
CUST024858,112,3,292.05,4,5,5,14,Champions
CUST024860,498,1,84.14,1,1,2,4,Lost Customers
CUST024861,283,1,209.28,3,1,4,8,Potential Loyalists
CUST024862,27,3,291.14,5,5,5,15,Champions
CUST024864,131,3,234.17000000000002,4,5,4,13,Champions
CUST024866,473,3,202.88,1,5,4,10,Loyal Customers
CUST024869,490,1,66.57000000000001,1,1,1,3,Lost Customers
CUST024870,554,1,172.01,1,1,4,6,At Risk
CUST024871,233,5,496.57,3,5,5,13,Champions
CUST024873,328,1,39.83,2,1,1,4,Lost Customers
CUST024875,105,2,325.6,4,3,5,12,Loyal Customers
CUST024876,31,1,61.370000000000005,5,1,1,7,Potential Loyalists
CUST024877,497,1,114.56,1,1,3,5,At Risk
CUST024878,272,3,256.65,3,5,4,12,Loyal Customers
CUST024879,353,2,168.07,2,3,3,8,Potential Loyalists
CUST024881,571,1,70.71,1,1,2,4,Lost Customers
CUST024882,157,1,78.55,4,1,2,7,Potential Loyalists
CUST024883,610,1,49.21,1,1,1,3,Lost Customers
CUST024884,29,3,326.28999999999996,5,5,5,15,Champions
CUST024885,486,1,74.89,1,1,2,4,Lost Customers
CUST024886,21,3,216.54,5,5,4,14,Champions
CUST024887,579,1,43.39,1,1,1,3,Lost Customers
CUST024888,210,1,122.00999999999999,3,1,3,7,Potential Loyalists
CUST024892,615,1,29.93,1,1,1,3,Lost Customers
CUST024893,102,1,60.72,4,1,1,6,At Risk
CUST024894,422,1,151.61,2,1,3,6,At Risk
CUST024896,236,1,82.47999999999999,3,1,2,6,At Risk
CUST024897,2,2,262.78000000000003,5,3,4,12,Loyal Customers
CUST024900,428,1,74.15,2,1,2,5,At Risk
CUST024902,495,1,200.51,1,1,4,6,At Risk
CUST024903,71,2,122.81,5,3,3,11,Loyal Customers
CUST024904,236,2,156.86,3,3,3,9,Potential Loyalists
CUST024905,387,1,164.07999999999998,2,1,3,6,At Risk
CUST024906,25,1,86.41999999999999,5,1,2,8,Potential Loyalists
CUST024907,42,1,178.67,5,1,4,10,Loyal Customers
CUST024908,4,1,37.0,5,1,1,7,Potential Loyalists
CUST024909,31,1,257.3,5,1,4,10,Loyal Customers
CUST024910,229,2,100.14,3,3,2,8,Potential Loyalists
CUST024911,146,2,288.58000000000004,4,3,5,12,Loyal Customers
CUST024913,171,2,154.92999999999998,4,3,3,10,Loyal Customers
CUST024916,25,2,141.37,5,3,3,11,Loyal Customers
CUST024917,693,1,54.02,1,1,1,3,Lost Customers
CUST024918,633,3,424.55,1,5,5,11,Loyal Customers
CUST024920,499,1,121.64,1,1,3,5,At Risk
CUST024921,204,2,186.26000000000002,3,3,4,10,Loyal Customers
CUST024922,136,2,148.95999999999998,4,3,3,10,Loyal Customers
CUST024923,58,3,285.91999999999996,5,5,5,15,Champions
CUST024924,360,1,125.34,2,1,3,6,At Risk
CUST024925,163,1,56.41,4,1,1,6,At Risk
CUST024927,447,1,74.72999999999999,2,1,2,5,At Risk
CUST024928,497,1,24.27,1,1,1,3,Lost Customers
CUST024930,398,1,46.03,2,1,1,4,Lost Customers
CUST024931,27,4,349.91,5,5,5,15,Champions
CUST024932,374,2,197.01999999999998,2,3,4,9,Potential Loyalists
CUST024934,21,2,162.62,5,3,3,11,Loyal Customers
CUST024935,96,5,300.48,4,5,5,14,Champions
CUST024936,358,1,50.019999999999996,2,1,1,4,Lost Customers
CUST024937,96,3,148.03,4,5,3,12,Loyal Customers
CUST024940,166,6,460.92,4,5,5,14,Champions
CUST024941,79,4,248.64,5,5,4,14,Champions
CUST024942,417,2,126.77999999999999,2,3,3,8,Potential Loyalists
CUST024943,146,1,101.1,4,1,2,7,Potential Loyalists
CUST024944,27,2,225.89999999999998,5,3,4,12,Loyal Customers
CUST024945,52,2,164.07,5,3,3,11,Loyal Customers
CUST024946,201,3,246.96999999999997,3,5,4,12,Loyal Customers
CUST024947,218,1,38.18,3,1,1,5,At Risk
CUST024949,294,2,189.89999999999998,3,3,4,10,Loyal Customers
CUST024951,40,2,314.11,5,3,5,13,Champions
CUST024955,145,3,205.76999999999998,4,5,4,13,Champions
CUST024956,613,1,43.11,1,1,1,3,Lost Customers
CUST024957,245,1,30.24,3,1,1,5,At Risk
CUST024958,386,1,91.05,2,1,2,5,At Risk
CUST024959,549,1,41.01,1,1,1,3,Lost Customers
CUST024960,141,2,157.62,4,3,3,10,Loyal Customers
CUST024961,60,3,228.9,5,5,4,14,Champions
CUST024962,54,2,111.24000000000001,5,3,2,10,Loyal Customers
CUST024966,475,2,427.23,1,3,5,9,Potential Loyalists
CUST024967,586,2,172.33,1,3,4,8,Potential Loyalists
CUST024968,679,1,55.17,1,1,1,3,Lost Customers
CUST024970,424,2,127.02000000000001,2,3,3,8,Potential Loyalists
CUST024972,344,2,134.25,2,3,3,8,Potential Loyalists
CUST024973,81,1,277.91,5,1,5,11,Loyal Customers
CUST024974,543,1,80.47999999999999,1,1,2,4,Lost Customers
CUST024975,365,1,141.06,2,1,3,6,At Risk
CUST024976,638,1,92.97,1,1,2,4,Lost Customers
CUST024977,315,2,194.64,2,3,4,9,Potential Loyalists
CUST024978,112,2,210.56,4,3,4,11,Loyal Customers
CUST024980,237,3,120.52,3,5,3,11,Loyal Customers
CUST024981,115,2,116.5,4,3,3,10,Loyal Customers
CUST024982,40,4,259.86,5,5,4,14,Champions
CUST024985,497,1,60.57,1,1,1,3,Lost Customers
CUST024987,266,1,175.93,3,1,4,8,Potential Loyalists
CUST024988,30,2,171.07,5,3,4,12,Loyal Customers
CUST024989,429,1,97.84,2,1,2,5,At Risk
CUST024990,90,1,168.8,4,1,3,8,Potential Loyalists
